eeg_sd__Fz,eeg_hm__Oz,eeg_hm__Pz,eeg_hc__Pz,eeg_mf_hz__C4,eeg_mf_hz__Oz,eeg_bp_delta__C4,eeg_se_delta__Oz,eeg_bp_theta__C4,eeg_bp_theta__Oz,eeg_se_theta__Cz,eeg_se_theta__Fz,eeg_se_alpha__C4,eeg_se_alpha__Fz,eeg_se_alpha__PO7,eeg_bp_gamma__PO7,video_irisdo_norm_std,video_eso_norm_std,video_enso_norm_std,video_mwo_norm_std
7.424148804927246,0.2486304098772511,0.2516824925441826,2.0333186925844218,6.0,7.0,5.880116275570696,1.758235708318455,2.955812685853744,20.231348024746627,2.2092684574467705,2.261351221676305,2.095728935712001,2.252985988305713,2.0675961279080317,0.3887973956231486,0.0110790730329572,0.0050333620120143,0.0113293360790797,0.0073769251546149
9.482520147934803,0.2640340037569499,0.2478068254451336,2.1331962543160694,11.0,5.0,3.38071846846442,1.9331684020008817,2.927109695662605,8.30591027503868,2.19775561090315,2.1507424305833145,2.202893189719574,2.147611963232332,2.0970065262701967,0.5548242128361378,0.0271713847655728,0.0177170127327164,0.0281179621828827,0.0139978040038675
7.171745295733972,0.2387304339292202,0.2091516831441242,2.5752133563541757,7.0,5.0,3.9684358439120606,1.8234023901158969,3.0203469648909227,4.602950914649099,2.206835588458889,2.2831007771107976,2.2542289070004333,1.9755790674593887,1.851323615791552,0.3476927711714985,0.0170453350908086,0.0117991839049563,0.0182245215393604,0.0076110720791132
7.317244667061564,0.2964536755301483,0.2558771594308191,2.045984156236575,11.0,7.0,2.575535149536746,1.974002733571369,3.180030634573752,9.204827627943043,2.28893820466793,2.198030934473415,2.283954524383046,2.0250580799702647,2.195385298210319,0.2711256820544258,0.0184283766769922,0.0072363099615585,0.0171280423053411,0.0182553110177567
6.758353890535181,0.2438791175366995,0.2155433151192101,2.574013127849468,8.0,6.0,3.677077691337019,1.8933724532089051,3.575524443852597,11.447106900692264,1.6732232147071568,2.1245017912975963,2.141967366756417,2.2602169056937407,2.214552856037232,0.391252777267754,0.0206979457841115,0.0110167258614931,0.0220682018039239,0.015205734162969
7.099392759916365,0.2676803083504458,0.2265240931688585,2.3769137727116294,7.0,6.0,2.513661044301434,1.940177479269404,4.215761421266691,6.8202601876017095,2.119184018960377,2.17030238532732,2.285581625101953,2.192570148348953,2.259082749695967,0.3241788905078848,0.018910487071585,0.0025996642876207,0.0119674511819684,0.0115049383958874
7.531621669093621,0.1814421292577364,0.1797547018179959,2.808522283316534,5.0,4.0,9.026121721043811,1.8428028234165863,4.846261743201593,17.27844797667953,1.9640071343541936,2.2379263431749177,2.0615261483423373,2.053089201183763,2.2499807024026848,0.2841595492302479,0.0174301922617582,0.0091159341165505,0.0234305599528297,0.0163467373635373
7.131661545888529,0.2645536092635076,0.290365255919191,1.880908444953238,9.0,6.0,2.769082479689408,1.890946344262955,7.8615276482703695,8.34934197547861,2.1869736681882226,2.254765144332469,2.1893699044961314,2.258099150336446,2.1972423168093247,0.4448935019801447,0.0154857330315489,0.0092775891460777,0.0177851862794492,0.0104005116065372
7.857816715631237,0.2122950105702965,0.2232378875834543,2.223461744794624,7.0,5.0,3.489180762219343,1.6051728759147483,4.898780894037255,16.615118711765938,2.1013501307340414,2.027202937326116,2.184902850349121,2.0648617515228103,1.9998264997825024,0.5087708004084506,0.017034803322695,0.0059623531886518,0.0149849711252793,0.0117016538815798
7.836051974791907,0.2505051833735178,0.232574234791448,2.2554075917790124,6.0,5.0,5.846268658709664,1.8600613774007395,1.990977577962816,9.34968948998899,2.3010469410244814,2.168037789261522,2.025984337030885,2.170350505692714,1.9825150558497004,0.4501066705975691,0.0208472724488387,0.0128943484169109,0.0231313685292409,0.0149729128936814
